operator_id,incoming_calls,incoming_missed_calls,missed_rate_in,avg_wait_time_in,outgoing_calls,ineffective
954086,31,0.0,0.0,2.064516129032258,1.0,True
954318,1,0.0,0.0,4.0,1.0,True
955164,2,0.0,0.0,26.0,3.0,True
956080,5,0.0,0.0,50.4,0.0,True
956292,3,0.0,0.0,11.666666666666666,2.0,True
957922,3,1.0,0.3333333333333333,8.666666666666666,20.0,True
958416,15,1.0,0.06666666666666667,19.0,310.0,True
958434,24,1.0,0.041666666666666664,38.5,144.0,True
958460,113,3.0,0.02654867256637168,50.05309734513274,114.0,True
958468,9,0.0,0.0,35.44444444444444,528.0,True
958470,4,0.0,0.0,50.75,13.0,True
958640,11,1.0,0.09090909090909091,10.272727272727273,11.0,True
959312,58,7.0,0.1206896551724138,7.5,156.0,True
960294,1,0.0,0.0,36.0,296.0,True
960296,2,0.0,0.0,63.0,201.0,True
961552,3,0.0,0.0,34.66666666666667,17.0,True
964510,16,2.0,0.125,10.500000000000002,143.0,True
964666,45,3.0,0.06666666666666667,13.533333333333333,875.0,True
966686,2,0.0,0.0,16.5,1.0,True
969288,3,0.0,0.0,29.333333333333332,2.0,True
970240,1,0.0,0.0,44.0,1.0,True
970244,2,0.0,0.0,40.5,2.0,True
970254,3,0.0,0.0,40.33333333333333,9.0,True
973286,2,0.0,0.0,44.0,0.0,True
